observed_at,season,player_name,player_name_full,team,points,games,avg
2026-08-11T1439Z,2025-26,Cabanes,Pau Cabanes,Villarreal,2,1,2.000
2026-08-11T1439Z,2025-26,Luiz Junior,Luiz Junior,Villarreal,200,28,7.140
2026-08-11T1439Z,2025-26,Rubén Gómez,Rubén Gómez,Villarreal,0,0,0.000
2026-08-11T1439Z,2025-26,Valou,Jean Ives Valou,Villarreal,0,0,0.000
2026-08-11T1439Z,2025-26,Veiga,Renato Veiga,Villarreal,119,32,3.720
2026-08-11T1439Z,2025-26,Alfon,Alfonso González,Villarreal,58,20,2.900
2026-08-11T1439Z,2025-26,Conde,Diego Conde,Villarreal,0,0,0.000
2026-08-11T1439Z,2025-26,Tenas,Arnau Tenas,Villarreal,50,10,5.000
2026-08-11T1439Z,2025-26,Oluwaseyi,Tani Oluwaseyi,Villarreal,80,27,2.960
2026-08-11T1439Z,2025-26,Hugo López,Hugo López,Villarreal,3,2,1.500
2026-08-11T1439Z,2025-26,Ayoze,Ayoze Pérez,Villarreal,102,25,4.080
2026-08-11T1439Z,2025-26,Solomon,Manor Solomon,Villarreal,28,6,4.670
2026-08-11T1439Z,2025-26,Mikautadze,Georges Mikautadze,Villarreal,207,32,6.470
2026-08-11T1439Z,2025-26,Sierra,Ismael Sierra,Villarreal,0,0,0.000
2026-08-11T1439Z,2025-26,Barry,Mahamoud Barry,Villarreal,0,0,0.000
2026-08-11T1439Z,2025-26,Diatta,Alassane Diatta,Villarreal,4,1,4.000
2026-08-11T1439Z,2025-26,Carlos Macià,Carlos Macià,Villarreal,6,5,1.200
2026-08-11T1439Z,2025-26,Gaitán,Joselillo Gaitán,Villarreal,0,0,0.000
2026-08-11T1439Z,2025-26,Freeman,Alex Freeman,Villarreal,26,9,2.890
2026-08-11T1439Z,2025-26,Kambwala,Willy Kambwala,Villarreal,3,2,1.500
2026-08-11T1439Z,2025-26,Logan Costa,Logan Costa,Villarreal,4,2,2.000
2026-08-11T1439Z,2025-26,Raúl F.,Raúl Fernández,Alavés,0,0,0.000
2026-08-11T1439Z,2025-26,Jonny,Jonny Castro,Alavés,95,34,2.790
2026-08-11T1439Z,2025-26,Sivera,Antonio Sivera,Alavés,171,38,4.500
2026-08-11T1439Z,2025-26,Denis Suárez,Denis Suárez,Alavés,97,30,3.230
2026-08-11T1439Z,2025-26,Aleñá,Carles Aleñá,Alavés,127,34,3.740
2026-08-11T1439Z,2025-26,Mariano,Mariano Díaz,Alavés,18,10,1.800
2026-08-11T1439Z,2025-26,Guridi,Jon Guridi,Alavés,68,28,2.430
2026-08-11T1439Z,2025-26,Guevara,Ander Guevara,Alavés,64,25,2.560
2026-08-11T1439Z,2025-26,Maras,Nikola Maras,Alavés,0,0,0.000
2026-08-11T1439Z,2025-26,Toni Martinez,Toni Martinez,Alavés,217,37,5.860
2026-08-11T1439Z,2025-26,Pacheco,Jon Pacheco,Alavés,71,22,3.230
2026-08-11T1439Z,2025-26,Blanco,Antonio Blanco,Alavés,159,36,4.420
2026-08-11T1439Z,2025-26,Tenaglia,Nahuel Tenaglia,Alavés,173,36,4.810
2026-08-11T1439Z,2025-26,Ibáñez,Pablo Ibáñez,Alavés,130,37,3.510
2026-08-11T1439Z,2025-26,Protesoni,Carlos Benavidez,Alavés,26,13,2.000
2026-08-11T1439Z,2025-26,Rebbach,Abde Rebbach,Alavés,113,30,3.770
2026-08-11T1439Z,2025-26,Carlos Vicente,Carlos Vicente,Alavés,112,21,5.330
2026-08-11T1439Z,2025-26,Diarra,Moussa Diarra,Alavés,7,3,2.330
2026-08-11T1439Z,2025-26,Parada,Victor Parada,Alavés,85,30,2.830
2026-08-11T1439Z,2025-26,Garcés,Facundo Garcés,Alavés,43,10,4.300
2026-08-11T1439Z,2025-26,Youssef,Youssef Enríquez,Alavés,72,25,2.880
2026-08-11T1439Z,2025-26,Pinillos,Lander Pinillos,Alavés,1,1,1.000
2026-08-11T1439Z,2025-26,Calebe,Calebe Gonçalves,Alavés,52,19,2.740
2026-08-11T1439Z,2025-26,Swiderski,Grégoire Swiderski,Alavés,0,0,0.000
2026-08-11T1439Z,2025-26,Montero,Rúben Montero,Alavés,0,0,0.000
2026-08-11T1439Z,2025-26,Boyé,Lucas Boyé,Alavés,152,29,5.240
2026-08-11T1439Z,2025-26,Egoitz,Egoitz Muñoz,Alavés,0,0,0.000
2026-08-11T1439Z,2025-26,A. Moreno,Alberto Moreno,Alavés,0,0,0.000
2026-08-11T1439Z,2025-26,Morcillo,Diego Morcillo,Alavés,1,1,1.000
2026-08-11T1439Z,2025-26,Ballestero,Carlos Ballestero,Alavés,1,1,1.000
2026-08-11T1439Z,2025-26,Izei,Izei Hernández,Alavés,0,0,0.000
2026-08-11T1439Z,2025-26,Aitor Mañas,Aitor Mañas,Alavés,15,9,1.670
2026-08-11T1439Z,2025-26,Oláiz,Xanet Oláiz,Alavés,0,0,0.000
2026-08-11T1439Z,2025-26,Ángel Pérez,Ángel Pérez,Alavés,80,16,5.000
2026-08-11T1439Z,2025-26,Diabaté,Ibrahim Diabate,Alavés,37,10,3.700
2026-08-11T1439Z,2025-26,Koski,Ville Koski,Alavés,23,5,4.600
2026-08-11T1439Z,2025-26,Paco Sanz,Paco Sanz,Alavés,0,0,0.000
2026-08-11T1439Z,2025-26,David López,David López,Girona,9,6,1.500
2026-08-11T1439Z,2025-26,Portu,Cristian Portu,Girona,16,10,1.600
2026-08-11T1439Z,2025-26,Blind,Daley Blind,Girona,146,31,4.710
2026-08-11T1439Z,2025-26,Juan Carlos,Juan Carlos Martín,Girona,0,0,0.000
2026-08-11T1439Z,2025-26,Krejcí,Ladislav Krejcí,Girona,-2,2,-1.000
2026-08-11T1439Z,2025-26,Lemar,Thomas Lemar,Girona,117,27,4.330
2026-08-11T1439Z,2025-26,Tsygankov,Viktor Tsygankov,Girona,188,32,5.880
2026-08-11T1439Z,2025-26,Gazzaniga,Paulo Gazzaniga,Girona,201,35,5.740
2026-08-11T1439Z,2025-26,Herrera,Yangel Herrera,Girona,18,14,1.290
2026-08-11T1439Z,2025-26,Iván Martín,Iván Martín,Girona,148,35,4.230
2026-08-11T1439Z,2025-26,Francés,Alejandro Francés,Girona,87,24,3.630
2026-08-11T1439Z,2025-26,Arnau,Arnau Martínez,Girona,190,35,5.430
2026-08-11T1439Z,2025-26,Asprilla,Yaser Asprilla,Girona,50,15,3.330
2026-08-11T1439Z,2025-26,Roca,Joel Roca,Girona,103,32,3.220
2026-08-11T1439Z,2025-26,Rincón,Hugo Rincón,Girona,87,33,2.640
2026-08-11T1439Z,2025-26,Solís,Jhon Solís,Girona,20,12,1.670
2026-08-11T1439Z,2025-26,Miovski,Bojan Miovski,Girona,0,1,0.000
2026-08-11T1439Z,2025-26,Papa Ba,Papa Dame Ba,Girona,0,0,0.000
2026-08-11T1439Z,2025-26,Krapyvtsov,Vladyslav Krapyvtsov,Girona,3,2,1.500
2026-08-11T1439Z,2025-26,Vitor Reis,Vitor Reis,Girona,178,36,4.940
2026-08-11T1439Z,2025-26,Beltrán,Fran Beltrán,Girona,100,27,3.700
2026-08-11T1439Z,2025-26,Stuani,Christian Stuani,Girona,61,21,2.900
2026-08-11T1439Z,2025-26,Witsel,Axel Witsel,Girona,149,32,4.660
2026-08-11T1439Z,2025-26,Álex Moreno,Álex Moreno,Girona,120,31,3.870
2026-08-11T1439Z,2025-26,Dawda,Dawda Camara,Girona,2,2,1.000
2026-08-11T1439Z,2025-26,Gibert,Gibert Jordana,Girona,0,0,0.000
2026-08-11T1439Z,2025-26,Livakovic,Dominik Livakovic,Girona,0,0,0.000
2026-08-11T1439Z,2025-26,Van de Beek,Donny van de Beek,Girona,4,2,2.000
2026-08-11T1439Z,2025-26,Bryan Gil,Bryan Gil,Girona,106,29,3.660
2026-08-11T1439Z,2025-26,Abel Ruiz,Abel Ruiz,Girona,18,9,2.000
2026-08-11T1439Z,2025-26,Vanat,Vladyslav Vanat,Girona,130,27,4.810
2026-08-11T1439Z,2025-26,Ounahi,Azzedine Ounahi,Girona,179,24,7.460
2026-08-11T1439Z,2025-26,Andreev,Aleksandar Andreev,Girona,0,0,0.000
2026-08-11T1439Z,2025-26,Lass,Lass Kourouma,Girona,0,5,0.000
2026-08-11T1439Z,2025-26,Sarasa,Javier Sarasa,Girona,0,0,0.000
2026-08-11T1439Z,2025-26,Pol Arnau,Pol Arnau,Girona,0,0,0.000
2026-08-11T1439Z,2025-26,Salguero,Antonio Salguero,Girona,0,0,0.000
2026-08-11T1439Z,2025-26,Arango,Juan Arango,Girona,3,2,1.500
2026-08-11T1439Z,2025-26,Ter Stegen,Marc-André ter Stegen,Girona,12,2,6.000
2026-08-11T1439Z,2025-26,Echeverri,Claudio Echeverri,Girona,52,17,3.060
2026-08-11T1439Z,2025-26,Rubén,Rubén Blanco,Girona,0,0,0.000
2026-08-11T1439Z,2025-26,Artero,Ricard Artero,Girona,0,0,0.000
2026-08-11T1439Z,2025-26,Cazorla,Santi Cazorla,Real Oviedo,80,28,2.860
2026-08-11T1439Z,2025-26,Rondón,Salomón Rondón,Real Oviedo,52,16,3.250
2026-08-11T1439Z,2025-26,Aarón,Aarón Escandell,Real Oviedo,256,36,7.110
2026-08-11T1439Z,2025-26,Calvo,Dani Calvo,Real Oviedo,100,20,5.000
2026-08-11T1439Z,2025-26,Nacho Vidal,Nacho Vidal,Real Oviedo,106,29,3.660
2026-08-11T1439Z,2025-26,Sibo,Kwasi Sibo,Real Oviedo,75,26,2.880
2026-08-11T1439Z,2025-26,Borja Sánchez,Borja Sánchez,Real Oviedo,2,1,2.000
2026-08-11T1439Z,2025-26,Luengo,Oier Luengo,Real Oviedo,6,3,2.000
2026-08-11T1439Z,2025-26,L. Ilic,Luka Ilic,Real Oviedo,40,19,2.110
2026-08-11T1439Z,2025-26,Hassan,Haissem Hassan,Real Oviedo,125,37,3.380
2026-08-11T1439Z,2025-26,Chaira,Ilyas Chaira,Real Oviedo,162,36,4.500
2026-08-11T1439Z,2025-26,Reina,Alberto Reina,Real Oviedo,158,37,4.270
2026-08-11T1439Z,2025-26,Cardero,Álex Cardero,Real Oviedo,0,0,0.000
2026-08-11T1439Z,2025-26,Moldovan,Horatiu Moldovan,Real Oviedo,7,2,3.500
2026-08-11T1439Z,2025-26,Marco Esteban,Marco Esteban,Real Oviedo,2,1,2.000
2026-08-11T1439Z,2025-26,Alhassane,Rahim Alhassane,Real Oviedo,72,27,2.670
2026-08-11T1439Z,2025-26,Viñas,Federico Viñas,Real Oviedo,167,33,5.060
2026-08-11T1439Z,2025-26,Narvaez,Miguel Narvaez,Real Oviedo,0,0,0.000
2026-08-11T1439Z,2025-26,Falah,Omar Falah,Real Oviedo,2,1,2.000
2026-08-11T1439Z,2025-26,Gueye,Lamine Gueye,Real Oviedo,0,0,0.000
2026-08-11T1439Z,2025-26,Brandon,Brandon Dominguès,Real Oviedo,0,0,0.000
2026-08-11T1439Z,2025-26,Cheli,Cheli Pereda,Real Oviedo,0,0,0.000
2026-08-11T1439Z,2025-26,Ejaria,Ovie Ejaria,Real Oviedo,19,8,2.380
2026-08-11T1439Z,2025-26,Costas,David Costas,Real Oviedo,117,25,4.680
2026-08-11T1439Z,2025-26,Bailly,Eric Bailly,Real Oviedo,70,15,4.670
2026-08-11T1439Z,2025-26,Dendoncker,Leander Dendoncker,Real Oviedo,61,19,3.210
2026-08-11T1439Z,2025-26,Colombatto,Santiago Colombatto,Real Oviedo,108,32,3.380
2026-08-11T1439Z,2025-26,Brekalo,Josip Brekalo,Real Oviedo,29,14,2.070
2026-08-11T1439Z,2025-26,Forés,Alex Forés,Real Oviedo,33,18,1.830
2026-08-11T1439Z,2025-26,Carmo,David Carmo,Real Oviedo,95,22,4.320
2026-08-11T1439Z,2025-26,Ahijado,Lucas Ahijado,Real Oviedo,49,20,2.450
2026-08-11T1439Z,2025-26,Javi López,Javi López,Real Oviedo,85,25,3.400
2026-08-11T1439Z,2025-26,Agudín,Pablo Agudín,Real Oviedo,3,7,0.430
2026-08-11T1439Z,2025-26,Espi,Diego Espinosa,Real Oviedo,0,0,0.000
2026-08-11T1439Z,2025-26,Cheli,Cheli Pereda,Real Oviedo,0,0,0.000
2026-08-11T1439Z,2025-26,Diego Menéndez,Diego Menéndez,Real Oviedo,0,0,0.000
2026-08-11T1439Z,2025-26,Fonseca,Nicolás Fonseca,Real Oviedo,45,19,2.370
2026-08-11T1439Z,2025-26,Borbas,Thiago Borbas,Real Oviedo,15,12,1.250
2026-08-11T1439Z,2025-26,Thiago,Thiago Fernández,Real Oviedo,64,16,4.000
2026-08-11T1439Z,2025-26,Adri,Adri Fernández,Real Oviedo,0,0,0.000
